Ano,RA,Nome,Fase,Fase_Num,Fase_Ideal,Turma,Idade,Gênero,Ano ingresso,Instituicao_Ensino,Pedra_Atual,INDE,IAA,IEG,IPS,IPP,IDA,Matematica,Portugues,Ingles,IPV,IAN,Defasagem,Pendente_Inclusao
2022,RA-1,Aluno-1,7,7.0,Fase 8 (Universitários),A,19,Feminino,2016,Escola Pública,Quartzo,5.783,8.3,4.1,5.6,,4.0,2.7,3.5,6.0,7.278,5.0,-1,False
2022,RA-2,Aluno-2,7,7.0,Fase 7 (3º EM),A,17,Feminino,2017,Rede Decisão,Ametista,7.055,8.8,5.2,6.3,,6.8,6.3,4.5,9.7,6.778,10.0,0,False
2022,RA-3,Aluno-3,7,7.0,Fase 7 (3º EM),A,17,Feminino,2016,Rede Decisão,Ágata,6.591,0.0,7.9,5.6,,5.6,5.8,4.0,6.9,7.556,10.0,0,False
2022,RA-4,Aluno-4,7,7.0,Fase 7 (3º EM),A,17,Masculino,2017,Rede Decisão,Quartzo,5.951,8.8,4.5,5.6,,5.0,2.8,3.5,8.7,5.278,10.0,0,False
2022,RA-5,Aluno-5,7,7.0,Fase 7 (3º EM),A,17,Feminino,2016,Rede Decisão,Ametista,7.427,7.9,8.6,5.6,,5.2,7.0,2.9,5.7,7.389,10.0,0,False
2022,RA-6,Aluno-6,7,7.0,Fase 8 (Universitários),A,18,Feminino,2021,Escola Pública,Quartzo,5.848,7.9,4.5,7.5,,3.3,2.3,5.3,2.3,7.222,5.0,-1,False
2022,RA-7,Aluno-7,7,7.0,Fase 8 (Universitários),A,18,Masculino,2017,Rede Decisão,Ágata,6.818,0.0,8.4,7.5,,7.6,8.2,5.7,9.0,7.667,5.0,-1,False
2022,RA-8,Aluno-8,7,7.0,Fase 8 (Universitários),A,20,Feminino,2018,Escola Pública,Quartzo,4.786,7.1,4.6,6.3,,1.6,1.2,0.7,2.9,6.278,5.0,-1,False
2022,RA-9,Aluno-9,7,7.0,Fase 8 (Universitários),A,18,Feminino,2019,Escola Pública,Topázio,8.109,8.8,9.5,7.5,,6.7,5.5,6.0,8.7,9.5,5.0,-1,False
2022,RA-10,Aluno-10,7,7.0,Fase 8 (Universitários),A,18,Feminino,2021,Escola Pública,Quartzo,5.784,8.3,5.2,5.0,,4.1,3.3,2.6,6.4,7.056,5.0,-1,False
2022,RA-11,Aluno-11,7,7.0,Fase 8 (Universitários),A,18,Feminino,2016,Escola Pública,Quartzo,5.323,9.2,4.2,5.0,,3.0,1.8,2.5,4.5,6.389,5.0,-1,False
2022,RA-12,Aluno-12,7,7.0,Fase 7 (3º EM),A,17,Feminino,2020,Escola Pública,Quartzo,4.832,0.0,4.0,6.9,,1.5,2.7,1.1,0.7,6.389,10.0,0,False
2022,RA-13,Aluno-13,7,7.0,Fase 8 (Universitários),A,18,Masculino,2016,Escola Pública,Ágata,6.902,7.9,7.4,7.5,,4.7,3.5,5.5,5.2,8.056,5.0,-1,False
2022,RA-14,Aluno-14,7,7.0,Fase 8 (Universitários),D,21,Masculino,2022,Escola Pública,Ágata,6.793,7.9,8.3,7.5,,4.0,8.0,0.0,,7.75,5.0,-1,False
2022,RA-15,Aluno-15,7,7.0,Fase 8 (Universitários),D,18,Masculino,2022,Escola Pública,Ametista,7.783,8.8,10.0,7.5,,7.3,8.0,6.5,,7.292,5.0,-1,False
2022,RA-16,Aluno-16,7,7.0,Fase 8 (Universitários),D,19,Masculino,2022,Escola Pública,Ágata,6.112,7.9,8.3,5.0,,3.5,7.0,0.0,,6.333,5.0,-1,False
2022,RA-17,Aluno-17,7,7.0,Fase 8 (Universitários),D,20,Masculino,2022,Escola Pública,Topázio,8.068,8.8,10.0,7.5,,7.8,9.0,6.5,,8.292,5.0,-1,False
2022,RA-18,Aluno-18,7,7.0,Fase 8 (Universitários),D,19,Masculino,2022,Escola Pública,Ametista,7.226,6.3,8.7,6.3,,9.0,9.0,9.0,,6.875,5.0,-1,False
2022,RA-19,Aluno-19,7,7.0,Fase 8 (Universitários),D,19,Feminino,2022,Escola Pública,Ametista,7.665,7.9,9.5,7.5,,8.0,7.0,9.0,,7.0,5.0,-1,False
2022,RA-20,Aluno-20,7,7.0,Fase 8 (Universitários),D,19,Feminino,2022,Escola Pública,Ametista,7.535,7.1,10.0,6.3,,7.8,9.0,6.5,,7.167,5.0,-1,False
2022,RA-21,Aluno-21,7,7.0,Fase 8 (Universitários),D,18,Masculino,2022,Escola Pública,Ágata,6.945,9.6,9.2,7.5,,3.8,7.0,0.5,,7.25,5.0,-1,False
2022,RA-22,Aluno-22,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Rede Decisão,Ametista,7.474,8.3,7.4,8.1,,6.7,9.0,3.1,7.8,8.833,5.0,-1,False
2022,RA-23,Aluno-23,6,6.0,Fase 7 (3º EM),A,17,Masculino,2021,Escola Pública,Ametista,7.677,8.3,8.2,8.1,,6.7,7.2,4.7,8.2,8.556,5.0,-1,False
2022,RA-24,Aluno-24,6,6.0,Fase 7 (3º EM),A,17,Feminino,2021,Rede Decisão,Topázio,8.087,9.2,7.9,6.9,,8.6,10.0,6.3,9.7,9.111,5.0,-1,False
2022,RA-25,Aluno-25,6,6.0,Fase 7 (3º EM),A,17,Feminino,2021,Escola Pública,Ametista,7.979,8.3,8.3,8.8,,6.9,9.2,3.8,7.7,9.667,5.0,-1,False
2022,RA-26,Aluno-26,6,6.0,Fase 7 (3º EM),A,17,Masculino,2022,Escola Pública,Topázio,8.677,9.6,8.8,10.0,,8.0,9.5,4.4,10.0,10.0,5.0,-1,False
2022,RA-27,Aluno-27,6,6.0,Fase 7 (3º EM),A,17,Masculino,2016,Rede Decisão,Ametista,7.124,0.0,7.6,8.1,,8.0,7.7,6.3,10.0,9.111,5.0,-1,False
2022,RA-28,Aluno-28,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Escola Pública,Ágata,6.242,7.9,6.1,7.5,,5.0,8.2,1.5,5.3,6.333,5.0,-1,False
2022,RA-29,Aluno-29,6,6.0,Fase 7 (3º EM),A,17,Masculino,2022,Escola Pública,Quartzo,4.985,0.0,4.0,8.8,,3.7,6.3,1.1,3.8,7.611,5.0,-1,False
2022,RA-30,Aluno-30,6,6.0,Fase 6 (2º EM),A,16,Feminino,2021,Escola Pública,Ametista,7.605,8.8,6.4,7.5,,7.5,8.5,4.4,9.7,7.333,10.0,0,False
2022,RA-31,Aluno-31,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Rede Decisão,Topázio,8.843,10.0,9.5,9.4,,8.0,9.0,5.7,9.3,10.0,5.0,-1,False
2022,RA-32,Aluno-32,6,6.0,Fase 6 (2º EM),A,16,Feminino,2018,Rede Decisão,Ametista,7.37,8.8,5.2,8.8,,6.1,5.7,3.6,8.9,7.944,10.0,0,False
2022,RA-33,Aluno-33,6,6.0,Fase 7 (3º EM),A,17,Feminino,2020,Escola Pública,Quartzo,4.952,0.0,4.6,7.5,,4.8,9.0,1.6,3.7,6.0,5.0,-1,False
2022,RA-34,Aluno-34,6,6.0,Fase 7 (3º EM),A,17,Masculino,2016,Rede Decisão,Ágata,6.259,9.6,4.8,8.1,,3.8,4.7,4.0,2.8,7.278,5.0,-1,False
2022,RA-35,Aluno-35,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Rede Decisão,Topázio,8.965,10.0,9.6,9.4,,8.5,9.0,7.1,9.3,10.0,5.0,-1,False
2022,RA-36,Aluno-36,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Rede Decisão,Ametista,7.876,9.2,9.0,6.9,,6.8,8.5,4.3,7.8,8.944,5.0,-1,False
2022,RA-37,Aluno-37,6,6.0,Fase 7 (3º EM),A,17,Feminino,2019,Rede Decisão,Quartzo,4.95,0.0,5.4,5.0,,5.9,2.3,5.3,10.0,5.222,5.0,-1,False
2022,RA-38,Aluno-38,6,6.0,Fase 7 (3º EM),A,17,Feminino,2017,Rede Decisão,Topázio,8.523,9.2,8.9,7.5,,8.6,9.0,7.0,9.7,9.833,5.0,-1,False
2022,RA-39,Aluno-39,6,6.0,Fase 6 (2º EM),A,16,Feminino,2017,Rede Decisão,Ágata,6.033,0.0,4.8,6.9,,6.9,7.7,5.1,7.8,6.111,10.0,0,False
2022,RA-40,Aluno-40,5,5.0,Fase 6 (2º EM),A,16,Feminino,2016,Rede Decisão,Ametista,7.203,7.9,7.8,7.5,,6.8,4.7,7.3,8.4,7.75,5.0,-1,False
2022,RA-41,Aluno-41,5,5.0,Fase 7 (3º EM),A,17,Masculino,2018,Escola Pública,Quartzo,5.581,9.2,6.1,5.0,,5.6,6.3,2.5,8.0,4.375,5.0,-2,False
2022,RA-42,Aluno-42,5,5.0,Fase 5 (1º EM),A,15,Masculino,2019,Rede Decisão,Ágata,6.72,8.3,7.9,5.6,,4.8,3.7,4.5,6.2,6.083,10.0,0,False
2022,RA-43,Aluno-43,5,5.0,Fase 6 (2º EM),A,16,Feminino,2019,Escola Pública,Quartzo,5.486,6.3,6.5,5.6,,4.3,4.0,5.8,3.2,5.958,5.0,-1,False
2022,RA-44,Aluno-44,5,5.0,Fase 7 (3º EM),A,17,Feminino,2021,Escola Pública,Quartzo,5.542,5.0,5.9,7.5,,3.0,2.3,3.5,3.2,7.292,5.0,-2,False
2022,RA-45,Aluno-45,5,5.0,Fase 5 (1º EM),A,15,Feminino,2019,Rede Decisão,Ametista,7.591,7.9,8.9,5.6,,6.8,6.3,5.2,8.8,7.417,10.0,0,False
2022,RA-46,Aluno-46,5,5.0,Fase 7 (3º EM),A,17,Feminino,2022,Escola Pública,Ágata,6.048,8.8,8.4,6.3,,2.1,2.8,2.8,0.7,7.083,5.0,-2,False
2022,RA-47,Aluno-47,5,5.0,Fase 7 (3º EM),A,17,Feminino,2022,Escola Pública,Quartzo,5.677,7.9,6.3,7.5,,2.1,2.5,2.2,1.5,7.042,5.0,-2,False
2022,RA-48,Aluno-48,5,5.0,Fase 5 (1º EM),A,15,Feminino,2017,Rede Decisão,Ametista,8.006,6.7,8.4,7.5,,8.1,6.7,8.0,9.5,8.5,10.0,0,False
2022,RA-49,Aluno-49,5,5.0,Fase 7 (3º EM),A,17,Feminino,2022,Escola Pública,Ágata,6.304,7.5,7.4,7.5,,3.9,1.5,4.2,6.2,7.042,5.0,-2,False
2022,RA-50,Aluno-50,5,5.0,Fase 8 (Universitários),A,18,Feminino,2022,Escola Pública,Ametista,7.138,7.5,8.4,7.5,,7.8,6.5,7.3,9.7,7.542,2.5,-3,False
2022,RA-51,Aluno-51,5,5.0,Fase 7 (3º EM),B,17,Feminino,2022,Escola Pública,Ágata,6.488,8.8,7.6,7.5,,5.0,4.5,4.5,6.0,6.5,5.0,-2,False
2022,RA-52,Aluno-52,5,5.0,Fase 3 (7º e 8º ano),B,13,Masculino,2018,Rede Decisão,Ametista,7.861,9.6,8.9,7.5,,6.2,3.3,6.3,8.8,7.5,10.0,2,False
2022,RA-53,Aluno-53,5,5.0,Fase 7 (3º EM),B,17,Masculino,2022,Escola Pública,Ágata,6.725,9.2,7.0,7.5,,7.0,6.0,8.0,,6.458,5.0,-2,False
2022,RA-54,Aluno-54,5,5.0,Fase 6 (2º EM),B,16,Feminino,2022,Escola Pública,Ágata,6.058,7.9,6.9,7.5,,4.8,3.0,6.5,,6.125,5.0,-1,False
2022,RA-55,Aluno-55,5,5.0,Fase 6 (2º EM),B,16,Feminino,2017,Escola Pública,Ágata,6.576,7.1,7.6,5.6,,7.5,6.7,7.8,7.9,6.5,5.0,-1,False
2022,RA-56,Aluno-56,5,5.0,Fase 5 (1º EM),B,15,Feminino,2019,Rede Decisão,Topázio,8.404,10.0,10.0,7.5,,7.0,4.5,6.5,10.0,8.25,10.0,0,False
2022,RA-57,Aluno-57,5,5.0,Fase 6 (2º EM),B,16,Masculino,2017,Rede Decisão,Ametista,7.305,7.1,8.1,5.6,,8.4,9.0,7.0,9.3,7.875,5.0,-1,False
2022,RA-58,Aluno-58,5,5.0,Fase 5 (1º EM),B,15,Masculino,2017,Rede Decisão,Topázio,8.136,9.6,9.2,6.3,,7.2,4.5,8.0,9.0,8.125,10.0,0,False
2022,RA-59,Aluno-59,5,5.0,Fase 7 (3º EM),B,17,Masculino,2022,Escola Pública,Ametista,7.642,9.2,9.3,7.5,,7.2,7.0,5.7,8.8,7.917,5.0,-2,False
2022,RA-60,Aluno-60,5,5.0,Fase 8 (Universitários),B,18,Feminino,2021,Escola Pública,Quartzo,5.537,6.7,6.0,7.5,,4.9,5.0,6.2,3.5,6.167,2.5,-3,False
2022,RA-61,Aluno-61,5,5.0,Fase 5 (1º EM),B,15,Masculino,2021,Escola Pública,Ametista,7.533,9.2,7.4,7.5,,5.8,1.7,6.3,9.3,7.875,10.0,0,False
2022,RA-62,Aluno-62,5,5.0,Fase 7 (3º EM),B,17,Masculino,2022,Escola Pública,Ametista,7.891,8.8,9.4,7.5,,9.3,8.5,10.0,,7.25,5.0,-2,False
2022,RA-63,Aluno-63,5,5.0,Fase 6 (2º EM),B,16,Masculino,2018,Rede Decisão,Topázio,8.282,8.3,9.1,8.8,,8.7,8.2,8.2,9.7,9.417,5.0,-1,False
2022,RA-64,Aluno-64,5,5.0,Fase 6 (2º EM),B,16,Masculino,2019,Escola Pública,Ametista,7.368,7.1,8.1,8.1,,7.5,4.8,8.2,9.4,8.25,5.0,-1,False
2022,RA-65,Aluno-65,5,5.0,Fase 7 (3º EM),B,17,Feminino,2022,Escola Pública,Ametista,7.712,8.3,7.7,7.5,,9.3,9.0,9.5,9.5,7.875,5.0,-2,False
2022,RA-66,Aluno-66,5,5.0,Fase 7 (3º EM),B,17,Feminino,2022,Escola Pública,Quartzo,5.665,7.5,5.6,7.5,,4.5,3.0,6.0,,5.917,5.0,-2,False
2022,RA-67,Aluno-67,5,5.0,Fase 6 (2º EM),C,16,Feminino,2019,Escola Pública,Quartzo,5.195,5.8,3.0,7.5,,3.6,3.0,4.2,3.5,6.889,5.0,-1,False
2022,RA-68,Aluno-68,5,5.0,Fase 6 (2º EM),C,16,Masculino,2019,Escola Pública,Ágata,6.438,8.3,6.0,7.5,,4.0,4.7,4.8,2.7,7.944,5.0,-1,False
2022,RA-69,Aluno-69,5,5.0,Fase 6 (2º EM),C,16,Masculino,2018,Escola Pública,Quartzo,5.718,8.3,6.1,7.5,,2.5,4.7,2.6,0.3,6.167,5.0,-1,False
2022,RA-70,Aluno-70,5,5.0,Fase 6 (2º EM),C,16,Feminino,2017,Escola Pública,Quartzo,5.712,8.8,6.6,5.0,,2.9,5.7,2.9,0.2,6.111,5.0,-1,False
2022,RA-71,Aluno-71,5,5.0,Fase 7 (3º EM),C,17,Feminino,2019,Escola Pública,Quartzo,4.332,7.9,2.0,7.5,,1.2,1.3,2.2,0.0,5.833,5.0,-2,False
2022,RA-72,Aluno-72,5,5.0,Fase 7 (3º EM),C,17,Feminino,2022,Escola Pública,Ametista,7.64,8.3,7.5,7.5,,7.8,7.5,7.8,8.0,8.667,5.0,-2,False
2022,RA-73,Aluno-73,5,5.0,Fase 7 (3º EM),C,17,Feminino,2022,Escola Pública,Quartzo,5.271,7.1,3.0,7.5,,3.3,4.5,3.0,2.3,7.278,5.0,-2,False
2022,RA-74,Aluno-74,5,5.0,Fase 6 (2º EM),C,16,Masculino,2022,Escola Pública,Quartzo,4.989,9.6,3.3,7.5,,2.0,6.0,0.0,0.0,5.833,5.0,-1,False
2022,RA-75,Aluno-75,5,5.0,Fase 6 (2º EM),F,16,Feminino,2022,Escola Pública,Quartzo,3.915,5.4,3.8,6.3,,0.0,0.0,0.0,,4.625,5.0,-1,False
2022,RA-76,Aluno-76,5,5.0,Fase 5 (1º EM),F,15,Feminino,2017,Rede Decisão,Topázio,9.105,10.0,9.1,8.1,,8.7,9.3,8.3,8.4,9.292,10.0,0,False
2022,RA-77,Aluno-77,5,5.0,Fase 6 (2º EM),F,16,Masculino,2019,Escola Pública,Quartzo,3.846,7.1,2.7,5.0,,0.7,0.3,1.8,0.0,4.625,5.0,-1,False
2022,RA-78,Aluno-78,5,5.0,Fase 7 (3º EM),F,17,Masculino,2018,Rede Decisão,Ametista,7.04,8.3,6.6,5.6,,7.2,8.7,5.7,7.3,8.0,5.0,-2,False
2022,RA-79,Aluno-79,5,5.0,Fase 6 (2º EM),F,16,Feminino,2018,Rede Decisão,Ágata,6.847,5.4,6.3,5.6,,8.9,9.5,7.7,9.5,7.292,5.0,-1,False
2022,RA-80,Aluno-80,5,5.0,Fase 6 (2º EM),K,16,Feminino,2017,Rede Decisão,Ametista,7.29,9.2,8.3,5.0,,7.1,6.5,7.7,7.3,7.625,5.0,-1,False
2022,RA-81,Aluno-81,5,5.0,Fase 4 (9º ano),K,14,Feminino,2017,Rede Decisão,Ametista,7.675,9.2,9.2,5.0,,6.0,5.5,5.2,7.3,7.458,10.0,1,False
2022,RA-82,Aluno-82,5,5.0,Fase 7 (3º EM),K,17,Feminino,2022,Escola Pública,Ágata,6.596,8.8,6.8,7.5,,5.5,6.0,5.0,,6.417,5.0,-2,False
2022,RA-83,Aluno-83,5,5.0,Fase 7 (3º EM),K,17,Feminino,2022,Escola Pública,Ágata,6.671,7.9,6.8,7.5,,6.8,6.0,7.5,,5.958,5.0,-2,False
2022,RA-84,Aluno-84,5,5.0,Fase 7 (3º EM),K,17,Feminino,2018,Rede Decisão,Ágata,6.682,7.1,8.8,5.0,,5.8,5.7,6.5,5.2,6.75,5.0,-2,False
2022,RA-85,Aluno-85,5,5.0,Fase 5 (1º EM),K,15,Masculino,2022,Escola Pública,Ágata,6.243,6.7,7.3,5.0,,4.3,5.0,3.5,,5.833,10.0,0,False
2022,RA-86,Aluno-86,5,5.0,Fase 6 (2º EM),K,16,Masculino,2016,Rede Decisão,Ametista,7.566,7.5,9.6,5.6,,6.7,6.2,7.2,6.9,8.458,5.0,-1,False
2022,RA-87,Aluno-87,5,5.0,Fase 5 (1º EM),K,15,Masculino,2021,Rede Decisão,Topázio,8.712,8.3,9.6,7.5,,8.8,8.3,8.0,10.0,8.5,10.0,0,False
2022,RA-88,Aluno-88,5,5.0,Fase 7 (3º EM),K,17,Masculino,2021,Escola Pública,Ametista,7.498,7.1,9.2,5.6,,6.5,6.8,6.2,6.4,9.208,5.0,-2,False
2022,RA-89,Aluno-89,5,5.0,Fase 6 (2º EM),K,16,Masculino,2021,Escola Pública,Ametista,7.323,9.6,7.8,7.5,,5.9,7.5,5.7,4.7,8.0,5.0,-1,False
2022,RA-90,Aluno-90,5,5.0,Fase 3 (7º e 8º ano),L,13,Feminino,2019,Rede Decisão,Topázio,9.442,10.0,9.7,9.4,,8.5,7.7,8.0,9.8,9.75,10.0,2,False
2022,RA-91,Aluno-91,5,5.0,Fase 6 (2º EM),L,16,Feminino,2016,Rede Decisão,Ágata,6.645,9.2,5.7,5.6,,6.6,5.5,5.7,8.5,7.125,5.0,-1,False
2022,RA-92,Aluno-92,5,5.0,Fase 6 (2º EM),L,16,Feminino,2016,Rede Decisão,Ágata,6.957,9.2,7.1,5.0,,7.4,7.8,5.5,8.8,6.667,5.0,-1,False
2022,RA-93,Aluno-93,5,5.0,Fase 5 (1º EM),L,15,Feminino,2016,Rede Decisão,Topázio,8.941,8.3,9.7,8.1,,8.5,8.8,8.3,8.4,9.083,10.0,0,False
2022,RA-94,Aluno-94,5,5.0,Fase 5 (1º EM),L,15,Feminino,2018,Rede Decisão,Topázio,8.921,8.3,9.6,8.1,,7.7,7.0,6.7,9.5,9.583,10.0,0,False
2022,RA-95,Aluno-95,5,5.0,Fase 7 (3º EM),L,17,Feminino,2022,Escola Pública,Ágata,6.308,8.3,6.6,7.5,,4.8,6.0,8.0,0.5,6.292,5.0,-2,False
2022,RA-96,Aluno-96,5,5.0,Fase 6 (2º EM),L,16,Masculino,2021,Escola Pública,Ametista,7.54,9.2,7.8,6.9,,6.7,5.7,6.5,8.0,8.5,5.0,-1,False
2022,RA-97,Aluno-97,5,5.0,Fase 5 (1º EM),L,15,Feminino,2017,Rede Decisão,Ametista,7.468,7.5,8.8,5.0,,6.9,5.3,6.7,8.8,6.292,10.0,0,False
2022,RA-98,Aluno-98,5,5.0,Fase 5 (1º EM),L,15,Feminino,2017,Rede Decisão,Topázio,9.354,8.8,10.0,9.4,,8.5,8.4,8.2,8.9,9.667,10.0,0,False
2022,RA-99,Aluno-99,5,5.0,Fase 6 (2º EM),L,16,Masculino,2019,Escola Pública,Ágata,6.158,8.8,6.3,7.5,,5.0,5.7,3.4,5.8,5.833,5.0,-1,False
2022,RA-100,Aluno-100,4,4.0,Fase 3 (7º e 8º ano),A,13,Feminino,2019,Rede Decisão,Ametista,7.618,8.8,7.8,5.0,,7.6,7.0,7.8,8.1,7.25,10.0,1,False
2022,RA-101,Aluno-101,4,4.0,Fase 5 (1º EM),A,15,Feminino,2021,Escola Pública,Ametista,7.305,7.9,8.3,7.5,,7.6,7.2,6.5,9.2,6.833,5.0,-1,False
2022,RA-102,Aluno-102,4,4.0,Fase 4 (9º ano),A,14,Masculino,2019,Escola Pública,Ágata,6.922,6.7,7.7,6.9,,5.7,4.7,6.8,5.5,6.0,10.0,0,False
2022,RA-103,Aluno-103,4,4.0,Fase 3 (7º e 8º ano),A,13,Feminino,2020,Rede Decisão,Topázio,8.107,7.9,8.7,7.5,,7.3,7.3,7.3,7.3,7.708,10.0,1,False
2022,RA-104,Aluno-104,4,4.0,Fase 8 (Universitários),A,18,Masculino,2022,Escola Pública,Ágata,6.315,7.9,8.7,7.5,,3.7,4.8,5.8,0.3,6.708,2.5,-4,False
2022,RA-105,Aluno-105,4,4.0,Fase 7 (3º EM),A,17,Masculino,2016,Rede Decisão,Ágata,6.846,7.9,8.2,5.6,,6.7,7.2,6.2,6.8,7.417,2.5,-3,False
2022,RA-106,Aluno-106,4,4.0,Fase 5 (1º EM),A,15,Feminino,2016,Rede Decisão,Ametista,7.973,9.2,8.0,9.4,,7.4,7.8,7.2,7.2,8.375,5.0,-1,False
2022,RA-107,Aluno-107,4,4.0,Fase 5 (1º EM),A,15,Feminino,2018,Escola Pública,Ágata,6.258,7.5,6.4,7.5,,4.6,3.3,4.3,6.0,6.5,5.0,-1,False
2022,RA-108,Aluno-108,4,4.0,Fase 7 (3º EM),A,17,Feminino,2019,Escola Pública,Quartzo,5.547,4.6,7.7,5.0,,5.0,3.0,5.8,6.2,6.125,2.5,-3,False
2022,RA-109,Aluno-109,4,4.0,Fase 6 (2º EM),A,16,Masculino,2021,Rede Decisão,Topázio,8.512,8.8,10.0,8.8,,8.4,7.8,7.5,9.9,8.667,5.0,-2,False
2022,RA-110,Aluno-110,4,4.0,Fase 4 (9º ano),A,14,Masculino,2017,Rede Decisão,Topázio,8.15,9.2,9.7,5.6,,6.7,8.3,5.7,6.0,8.0,10.0,0,False
2022,RA-111,Aluno-111,4,4.0,Fase 3 (7º e 8º ano),A,13,Feminino,2020,Rede Decisão,Topázio,8.646,7.5,9.4,8.1,,8.0,6.7,7.5,9.7,8.667,10.0,1,False
2022,RA-112,Aluno-112,4,4.0,Fase 5 (1º EM),A,15,Feminino,2016,Rede Decisão,Ametista,7.836,7.9,7.8,6.3,,8.5,9.0,7.5,9.1,8.833,5.0,-1,False
2022,RA-113,Aluno-113,4,4.0,Fase 5 (1º EM),A,15,Feminino,2017,Rede Decisão,Quartzo,3.032,0.0,0.0,5.0,,3.7,3.3,5.5,2.3,3.792,5.0,-1,False
2022,RA-114,Aluno-114,4,4.0,Fase 6 (2º EM),A,16,Masculino,2022,Escola Pública,Quartzo,5.894,7.9,6.3,7.5,,5.3,6.0,4.5,,5.0,5.0,-2,False
2022,RA-115,Aluno-115,4,4.0,Fase 6 (2º EM),A,16,Feminino,2019,Escola Pública,Quartzo,5.886,8.3,6.8,6.3,,3.8,3.0,5.7,2.7,5.583,5.0,-2,False
2022,RA-116,Aluno-116,4,4.0,Fase 6 (2º EM),B,16,Feminino,2019,Escola Pública,Ágata,6.854,5.8,8.1,6.3,,5.9,5.0,7.2,5.5,7.792,5.0,-2,False
2022,RA-117,Aluno-117,4,4.0,Fase 5 (1º EM),B,15,Feminino,2022,Escola Pública,Ágata,6.685,7.9,6.3,6.9,,6.1,4.7,6.7,7.0,7.417,5.0,-1,False
2022,RA-118,Aluno-118,4,4.0,Fase 4 (9º ano),B,14,Feminino,2021,Escola Pública,Quartzo,5.597,0.0,5.3,6.3,,3.9,3.7,4.7,3.5,6.958,10.0,0,False
2022,RA-119,Aluno-119,4,4.0,Fase 4 (9º ano),B,14,Feminino,2016,Rede Decisão,Ametista,7.501,8.3,8.2,5.6,,5.4,5.7,7.0,3.4,7.875,10.0,0,False
2022,RA-120,Aluno-120,4,4.0,Fase 5 (1º EM),B,15,Masculino,2019,Escola Pública,Ágata,6.825,8.3,5.9,7.5,,6.2,3.7,5.2,9.7,7.667,5.0,-1,False
2022,RA-121,Aluno-121,4,4.0,Fase 6 (2º EM),B,16,Feminino,2021,Escola Pública,Ametista,7.245,7.1,8.4,6.3,,7.2,5.7,6.8,9.0,7.625,5.0,-2,False
2022,RA-122,Aluno-122,4,4.0,Fase 4 (9º ano),B,14,Feminino,2019,Escola Pública,Quartzo,5.061,7.9,3.4,7.5,,1.8,1.7,3.7,0.0,4.958,10.0,0,False
2022,RA-123,Aluno-123,4,4.0,Fase 6 (2º EM),B,16,Masculino,2017,Rede Decisão,Ametista,7.084,7.9,8.6,5.6,,6.5,7.3,6.3,5.9,7.292,5.0,-2,False
2022,RA-124,Aluno-124,4,4.0,Fase 4 (9º ano),B,14,Masculino,2016,Rede Decisão,Ametista,7.388,7.9,7.8,5.0,,6.7,5.7,7.0,7.5,7.167,10.0,0,False
2022,RA-125,Aluno-125,4,4.0,Fase 5 (1º EM),B,15,Feminino,2022,Escola Pública,Ametista,7.619,8.8,8.5,7.5,,7.1,5.0,7.2,9.2,7.75,5.0,-1,False
2022,RA-126,Aluno-126,4,4.0,Fase 5 (1º EM),B,15,Masculino,2018,Escola Pública,Ágata,6.289,7.1,5.8,7.5,,4.4,4.0,5.0,4.2,7.417,5.0,-1,False
2022,RA-127,Aluno-127,4,4.0,Fase 4 (9º ano),B,14,Feminino,2022,Escola Pública,Topázio,8.283,7.5,8.7,7.5,,7.9,7.7,7.7,8.3,8.125,10.0,0,False
2022,RA-128,Aluno-128,4,4.0,Fase 5 (1º EM),B,15,Masculino,2019,Escola Pública,Quartzo,5.563,0.0,6.2,7.5,,5.6,6.7,6.8,3.2,6.167,5.0,-1,False
2022,RA-129,Aluno-129,4,4.0,Fase 5 (1º EM),B,15,Masculino,2019,Escola Pública,Ágata,6.926,6.7,6.4,7.5,,6.7,6.0,5.3,8.7,7.792,5.0,-1,False
2022,RA-130,Aluno-130,4,4.0,Fase 6 (2º EM),F,16,Feminino,2018,Escola Pública,Quartzo,5.624,8.3,4.7,5.0,,4.1,3.7,5.2,3.5,6.5,5.0,-2,False
2022,RA-131,Aluno-131,4,4.0,Fase 5 (1º EM),F,15,Feminino,2016,Escola Pública,Ametista,7.174,8.8,9.0,5.6,,5.6,6.0,6.5,4.2,7.75,5.0,-1,False
2022,RA-132,Aluno-132,4,4.0,Fase 4 (9º ano),F,14,Feminino,2019,Rede Decisão,Topázio,8.355,10.0,8.8,5.6,,7.7,6.5,7.5,9.1,8.458,10.0,0,False
2022,RA-133,Aluno-133,4,4.0,Fase 5 (1º EM),F,15,Feminino,2016,Escola Pública,Ágata,6.875,7.9,7.1,7.5,,5.6,4.7,7.2,5.0,7.625,5.0,-1,False
2022,RA-134,Aluno-134,4,4.0,Fase 5 (1º EM),F,15,Feminino,2021,Escola Pública,Ágata,6.607,8.8,6.8,7.5,,4.7,4.7,6.8,2.5,7.375,5.0,-1,False
